PurchaseOrder,PurchaseOrderCreationDate,VendorKey,PlantKey,MaterialKey,MaterialPlantKey,PurchaseOrderQuantity,PlannedGoodsReceiptDate,ActualGoodsReceiptDate,PlannedArrivalDateYard,ActualArrivalDateYard,PlannedVendorShipmentDate,ActualVendorShipmentDate
4500003869,29 07 2024,1002,8,2,20008,75,22 08 2024,22 08 2024,20 08 2024,20 08 2024,18 08 2024,18 08 2024
4500003870,11 11 2023,1003,6,1,10006,73,4 12 2023,4 12 2023,2 12 2023,2 12 2023,1 12 2023,1 12 2023
4500003871,23 08 2022,1001,4,1,10004,77,15 09 2022,14 09 2022,13 09 2022,13 09 2022,12 09 2022,12 09 2022
4500003872,30 03 2022,1001,4,1,10004,79,22 04 2022,25 04 2022,20 04 2022,23 04 2022,19 04 2022,22 04 2022
4500003873,18 05 2022,1001,4,1,10004,68,10 06 2022,8 06 2022,8 06 2022,8 06 2022,7 06 2022,7 06 2022
4500003874,17 02 2023,1001,4,2,20004,85,12 03 2023,9 03 2023,10 03 2023,10 03 2023,9 03 2023,9 03 2023
4500003875,29 11 2022,1001,4,1,10004,76,22 12 2022,21 12 2022,20 12 2022,20 12 2022,19 12 2022,19 12 2022
4500003876,30 09 2023,1003,6,1,10006,88,23 10 2023,23 10 2023,21 10 2023,21 10 2023,20 10 2023,20 10 2023
4500003877,15 04 2022,1003,6,1,10006,76,8 05 2022,6 05 2022,6 05 2022,6 05 2022,5 05 2022,5 05 2022
4500003878,10 06 2022,1002,8,1,10008,74,4 07 2022,4 07 2022,2 07 2022,2 07 2022,30 06 2022,30 06 2022
4500003879,3 06 2022,1002,5,1,10005,81,26 06 2022,26 06 2022,24 06 2022,24 06 2022,23 06 2022,23 06 2022
4500003880,10 04 2023,1003,6,1,10006,76,3 05 2023,15 05 2023,1 05 2023,13 05 2023,30 04 2023,12 05 2023
4500003881,4 07 2023,1003,6,1,10006,71,27 07 2023,25 07 2023,25 07 2023,25 07 2023,24 07 2023,24 07 2023
4500003882,18 04 2023,1001,4,1,10004,81,11 05 2023,9 05 2023,9 05 2023,9 05 2023,8 05 2023,8 05 2023
4500003883,25 12 2023,1003,6,1,10006,81,17 01 2024,15 01 2024,15 01 2024,15 01 2024,14 01 2024,14 01 2024
4500003884,22 07 2023,1002,5,1,10005,73,14 08 2023,16 08 2023,12 08 2023,14 08 2023,11 08 2023,13 08 2023
4500003885,27 10 2023,1001,4,1,10004,75,19 11 2023,15 11 2023,17 11 2023,17 11 2023,16 11 2023,16 11 2023
4500003886,12 09 2022,1003,6,1,10006,84,5 10 2022,13 10 2022,3 10 2022,11 10 2022,2 10 2022,10 10 2022
4500003887,20 02 2024,1002,8,1,10008,87,15 03 2024,12 03 2024,13 03 2024,13 03 2024,11 03 2024,11 03 2024
4500003888,3 03 2024,1001,7,1,10007,88,26 03 2024,1 04 2024,24 03 2024,30 03 2024,23 03 2024,29 03 2024
4500003889,29 11 2023,1002,8,2,20008,73,23 12 2023,21 12 2023,21 12 2023,21 12 2023,19 12 2023,19 12 2023
4500003890,27 01 2022,1003,6,2,20006,71,19 02 2022,16 02 2022,17 02 2022,17 02 2022,16 02 2022,16 02 2022
4500003891,5 11 2022,1003,6,1,10006,65,28 11 2022,7 12 2022,26 11 2022,5 12 2022,25 11 2022,4 12 2022
4500003892,15 11 2024,1001,4,1,10004,74,8 12 2024,19 12 2024,6 12 2024,6 12 2024,5 12 2024,5 12 2024
4500003893,21 09 2022,1001,4,1,10004,78,14 10 2022,11 10 2022,12 10 2022,12 10 2022,11 10 2022,11 10 2022
4500003894,20 05 2024,1002,8,2,20008,71,13 06 2024,12 06 2024,11 06 2024,11 06 2024,9 06 2024,9 06 2024
4500003895,23 04 2022,1002,5,1,10005,79,16 05 2022,23 05 2022,14 05 2022,14 05 2022,13 05 2022,13 05 2022
4500003896,8 04 2023,1001,4,2,20004,78,1 05 2023,26 04 2023,29 04 2023,29 04 2023,28 04 2023,28 04 2023
4500003897,27 02 2024,1002,8,1,10008,71,22 03 2024,20 03 2024,20 03 2024,20 03 2024,18 03 2024,18 03 2024
4500003898,16 09 2022,1001,4,1,10004,71,9 10 2022,7 10 2022,7 10 2022,7 10 2022,6 10 2022,6 10 2022
4500003899,11 10 2024,1001,4,1,10004,73,3 11 2024,3 11 2024,1 11 2024,1 11 2024,31 10 2024,31 10 2024
4500003900,10 05 2024,1001,4,1,10004,84,2 06 2024,11 06 2024,31 05 2024,9 06 2024,30 05 2024,8 06 2024
4500003901,20 05 2024,1002,8,1,10008,74,13 06 2024,10 06 2024,11 06 2024,11 06 2024,9 06 2024,9 06 2024
4500003902,9 04 2024,1003,6,1,10006,82,2 05 2024,2 05 2024,30 04 2024,30 04 2024,29 04 2024,29 04 2024
4500003903,20 06 2024,1001,4,1,10004,85,13 07 2024,12 07 2024,11 07 2024,11 07 2024,10 07 2024,10 07 2024
4500003904,5 06 2024,1003,6,1,10006,68,28 06 2024,27 06 2024,26 06 2024,26 06 2024,25 06 2024,25 06 2024
4500003905,6 10 2023,1002,5,1,10005,75,29 10 2023,29 10 2023,27 10 2023,27 10 2023,26 10 2023,26 10 2023
4500003906,10 12 2021,1001,4,1,10004,80,2 01 2022,2 01 2022,31 12 2021,31 12 2021,30 12 2021,30 12 2021
4500003907,15 07 2023,1001,4,1,10004,77,7 08 2023,4 08 2023,5 08 2023,5 08 2023,4 08 2023,4 08 2023
4500003908,12 06 2023,1002,8,1,10008,68,6 07 2023,4 07 2023,4 07 2023,4 07 2023,2 07 2023,2 07 2023
4500003909,8 12 2022,1001,4,1,10004,79,31 12 2022,13 01 2023,29 12 2022,11 01 2023,28 12 2022,10 01 2023
4500003910,24 08 2024,1002,5,1,10005,77,16 09 2024,13 09 2024,14 09 2024,14 09 2024,13 09 2024,13 09 2024
4500003911,8 01 2024,1002,8,1,10008,81,1 02 2024,30 01 2024,30 01 2024,30 01 2024,28 01 2024,28 01 2024
4500003912,14 02 2022,1001,4,1,10004,71,9 03 2022,8 03 2022,7 03 2022,7 03 2022,6 03 2022,6 03 2022
4500003913,12 09 2024,1001,4,1,10004,82,5 10 2024,2 10 2024,3 10 2024,3 10 2024,2 10 2024,2 10 2024
4500003914,25 08 2022,1001,4,2,20004,79,17 09 2022,17 09 2022,15 09 2022,15 09 2022,14 09 2022,14 09 2022
4500003915,3 06 2023,1002,8,1,10008,76,27 06 2023,22 06 2023,25 06 2023,25 06 2023,23 06 2023,23 06 2023
4500003916,4 01 2023,1001,4,1,10004,74,27 01 2023,26 01 2023,25 01 2023,25 01 2023,24 01 2023,24 01 2023
4500003917,23 03 2023,1001,4,1,10004,79,15 04 2023,12 04 2023,13 04 2023,13 04 2023,12 04 2023,12 04 2023
4500003918,27 09 2022,1001,4,1,10004,70,20 10 2022,17 10 2022,18 10 2022,18 10 2022,17 10 2022,17 10 2022
4500003919,1 09 2024,1003,6,1,10006,87,24 09 2024,24 09 2024,22 09 2024,22 09 2024,21 09 2024,21 09 2024
4500003920,19 01 2024,1001,4,2,20004,84,11 02 2024,23 02 2024,9 02 2024,21 02 2024,8 02 2024,20 02 2024
4500003921,1 09 2023,1002,5,1,10005,78,24 09 2023,20 09 2023,22 09 2023,22 09 2023,21 09 2023,21 09 2023
4500003922,2 08 2024,1001,4,1,10004,71,25 08 2024,22 08 2024,23 08 2024,23 08 2024,22 08 2024,22 08 2024
4500003923,29 11 2023,1001,4,1,10004,86,22 12 2023,22 12 2023,20 12 2023,20 12 2023,19 12 2023,19 12 2023
4500003924,22 05 2023,1002,5,2,20005,78,14 06 2023,26 06 2023,12 06 2023,12 06 2023,11 06 2023,11 06 2023
4500003925,6 07 2023,1002,5,2,20005,75,29 07 2023,27 07 2023,27 07 2023,27 07 2023,26 07 2023,26 07 2023
4500003926,18 04 2022,1002,8,1,10008,75,12 05 2022,10 05 2022,10 05 2022,10 05 2022,8 05 2022,8 05 2022
4500003927,10 09 2022,1002,8,1,10008,79,4 10 2022,30 09 2022,2 10 2022,2 10 2022,30 09 2022,30 09 2022
4500003928,16 10 2023,1002,8,2,20008,82,9 11 2023,6 11 2023,7 11 2023,7 11 2023,5 11 2023,5 11 2023
4500003929,15 04 2023,1002,5,1,10005,72,8 05 2023,22 05 2023,6 05 2023,20 05 2023,5 05 2023,19 05 2023
4500003930,8 01 2022,1002,8,1,10008,76,1 02 2022,31 01 2022,30 01 2022,30 01 2022,28 01 2022,28 01 2022
4500003931,31 08 2022,1003,6,2,20006,86,23 09 2022,23 09 2022,21 09 2022,21 09 2022,20 09 2022,20 09 2022
4500003932,6 10 2024,1001,4,1,10004,77,29 10 2024,24 10 2024,27 10 2024,27 10 2024,26 10 2024,26 10 2024
4500003933,15 10 2024,1001,4,1,10004,84,7 11 2024,7 11 2024,5 11 2024,5 11 2024,4 11 2024,4 11 2024
4500003934,7 02 2024,1003,6,2,20006,84,1 03 2024,29 02 2024,28 02 2024,28 02 2024,27 02 2024,27 02 2024
4500003935,5 07 2023,1002,5,1,10005,79,28 07 2023,28 07 2023,26 07 2023,26 07 2023,25 07 2023,25 07 2023
4500003936,25 06 2022,1001,4,1,10004,90,18 07 2022,15 07 2022,16 07 2022,16 07 2022,15 07 2022,15 07 2022
4500003937,6 05 2024,1001,4,1,10004,74,29 05 2024,12 06 2024,27 05 2024,10 06 2024,26 05 2024,9 06 2024
4500003938,18 10 2022,1001,4,1,10004,76,10 11 2022,10 11 2022,8 11 2022,8 11 2022,7 11 2022,7 11 2022
4500003939,28 01 2023,1002,5,1,10005,74,20 02 2023,16 02 2023,18 02 2023,18 02 2023,17 02 2023,17 02 2023
4500003940,7 05 2022,1002,5,2,20005,76,30 05 2022,6 06 2022,28 05 2022,4 06 2022,27 05 2022,3 06 2022
4500003941,7 08 2022,1002,8,1,10008,84,31 08 2022,30 08 2022,29 08 2022,29 08 2022,27 08 2022,27 08 2022
4500003942,10 02 2022,1003,6,1,10006,84,5 03 2022,4 03 2022,3 03 2022,3 03 2022,2 03 2022,2 03 2022
4500003943,19 01 2022,1002,8,1,10008,67,12 02 2022,11 02 2022,10 02 2022,10 02 2022,8 02 2022,8 02 2022
4500003944,24 05 2022,1002,8,1,10008,66,17 06 2022,16 06 2022,15 06 2022,15 06 2022,13 06 2022,13 06 2022
4500003945,6 01 2022,1001,4,2,20004,77,29 01 2022,28 01 2022,27 01 2022,27 01 2022,26 01 2022,26 01 2022
4500003946,12 05 2024,1001,4,1,10004,82,4 06 2024,10 06 2024,2 06 2024,8 06 2024,1 06 2024,7 06 2024
4500003947,7 07 2023,1003,6,1,10006,76,30 07 2023,27 07 2023,28 07 2023,28 07 2023,27 07 2023,27 07 2023
4500003948,2 02 2023,1002,5,2,20005,73,25 02 2023,24 02 2023,23 02 2023,23 02 2023,22 02 2023,22 02 2023
4500003949,3 02 2024,1003,6,1,10006,84,26 02 2024,22 02 2024,24 02 2024,24 02 2024,23 02 2024,23 02 2024
4500003950,3 04 2023,1002,5,1,10005,67,26 04 2023,10 05 2023,24 04 2023,8 05 2023,23 04 2023,7 05 2023
4500003951,15 02 2023,1001,4,2,20004,71,10 03 2023,24 03 2023,8 03 2023,22 03 2023,7 03 2023,21 03 2023
4500003952,24 02 2024,1001,4,1,10004,82,18 03 2024,18 03 2024,16 03 2024,16 03 2024,15 03 2024,15 03 2024
4500003953,12 07 2024,1003,6,1,10006,76,4 08 2024,4 08 2024,2 08 2024,2 08 2024,1 08 2024,1 08 2024
4500003954,15 09 2024,1003,6,1,10006,76,8 10 2024,8 10 2024,6 10 2024,6 10 2024,5 10 2024,5 10 2024
4500003955,14 07 2024,1002,5,1,10005,82,6 08 2024,2 08 2024,4 08 2024,4 08 2024,3 08 2024,3 08 2024
4500003956,22 06 2024,1003,6,1,10006,85,15 07 2024,22 07 2024,13 07 2024,20 07 2024,12 07 2024,19 07 2024
4500003957,3 12 2022,1003,6,2,20006,72,26 12 2022,23 12 2022,24 12 2022,24 12 2022,23 12 2022,23 12 2022
4500003958,18 11 2023,1002,5,1,10005,74,11 12 2023,7 12 2023,9 12 2023,9 12 2023,8 12 2023,8 12 2023
4500003959,4 06 2023,1002,8,2,20008,79,28 06 2023,30 06 2023,26 06 2023,28 06 2023,24 06 2023,26 06 2023
4500003960,10 04 2024,1002,5,1,10005,80,3 05 2024,30 04 2024,1 05 2024,1 05 2024,30 04 2024,30 04 2024
4500003961,8 02 2022,1003,6,1,10006,80,3 03 2022,9 03 2022,1 03 2022,7 03 2022,28 02 2022,6 03 2022
4500003962,1 02 2023,1001,4,1,10004,82,24 02 2023,22 02 2023,22 02 2023,22 02 2023,21 02 2023,21 02 2023
4500003963,7 06 2023,1003,6,1,10006,80,30 06 2023,27 06 2023,28 06 2023,28 06 2023,27 06 2023,27 06 2023
4500003964,17 06 2022,1001,4,1,10004,83,10 07 2022,8 07 2022,8 07 2022,8 07 2022,7 07 2022,7 07 2022
4500003965,28 04 2024,1001,4,1,10004,97,21 05 2024,4 06 2024,19 05 2024,2 06 2024,18 05 2024,1 06 2024
4500003966,9 09 2024,1001,4,1,10004,80,2 10 2024,2 10 2024,30 09 2024,30 09 2024,29 09 2024,29 09 2024
4500003967,11 11 2024,1002,5,2,20005,73,4 12 2024,13 12 2024,2 12 2024,11 12 2024,1 12 2024,10 12 2024
4500003968,11 11 2023,1001,4,2,20004,86,4 12 2023,1 12 2023,2 12 2023,2 12 2023,1 12 2023,1 12 2023
4500003969,12 02 2023,1001,4,1,10004,75,7 03 2023,7 03 2023,5 03 2023,5 03 2023,4 03 2023,4 03 2023
4500003970,4 09 2023,1002,8,1,10008,81,28 09 2023,28 09 2023,26 09 2023,26 09 2023,24 09 2023,24 09 2023
4500003971,22 07 2023,1001,4,2,20004,71,14 08 2023,11 08 2023,12 08 2023,12 08 2023,11 08 2023,11 08 2023
4500003972,25 05 2022,1002,5,1,10005,63,17 06 2022,1 07 2022,15 06 2022,15 06 2022,14 06 2022,14 06 2022
4500003973,29 10 2024,1002,8,1,10008,72,22 11 2024,19 11 2024,20 11 2024,20 11 2024,18 11 2024,18 11 2024
4500003974,16 06 2022,1002,8,1,10008,74,10 07 2022,10 07 2022,8 07 2022,8 07 2022,6 07 2022,6 07 2022
4500003975,21 11 2024,1001,4,1,10004,67,14 12 2024,14 12 2024,12 12 2024,12 12 2024,11 12 2024,11 12 2024
4500003976,1 04 2022,1001,4,2,20004,83,24 04 2022,21 04 2022,22 04 2022,22 04 2022,21 04 2022,21 04 2022
4500003977,12 02 2023,1001,4,2,20004,74,7 03 2023,17 03 2023,5 03 2023,5 03 2023,4 03 2023,4 03 2023
4500003978,7 05 2023,1001,4,2,20004,84,30 05 2023,25 05 2023,28 05 2023,28 05 2023,27 05 2023,27 05 2023
4500003979,12 10 2024,1001,4,1,10004,71,4 11 2024,31 10 2024,2 11 2024,2 11 2024,1 11 2024,1 11 2024
4500003980,6 11 2023,1003,6,1,10006,78,29 11 2023,29 11 2023,27 11 2023,27 11 2023,26 11 2023,26 11 2023
4500003981,28 01 2024,1002,5,1,10005,70,20 02 2024,19 02 2024,18 02 2024,18 02 2024,17 02 2024,17 02 2024
4500003982,7 05 2022,1002,8,2,20008,70,31 05 2022,31 05 2022,29 05 2022,29 05 2022,27 05 2022,27 05 2022
4500003983,22 03 2023,1001,4,1,10004,71,14 04 2023,11 04 2023,12 04 2023,12 04 2023,11 04 2023,11 04 2023
4500003984,17 09 2024,1001,4,1,10004,80,10 10 2024,10 10 2024,8 10 2024,8 10 2024,7 10 2024,7 10 2024
4500003985,22 01 2023,1002,8,1,10008,80,15 02 2023,16 02 2023,13 02 2023,14 02 2023,11 02 2023,12 02 2023
4500003986,10 03 2022,1003,6,1,10006,82,2 04 2022,2 04 2022,31 03 2022,31 03 2022,30 03 2022,30 03 2022
4500003987,28 03 2023,1002,5,1,10005,68,20 04 2023,25 04 2023,18 04 2023,23 04 2023,17 04 2023,22 04 2023
4500003988,6 07 2023,1001,4,1,10004,90,29 07 2023,31 07 2023,27 07 2023,27 07 2023,26 07 2023,26 07 2023
4500003989,8 10 2023,1003,6,1,10006,73,31 10 2023,31 10 2023,29 10 2023,29 10 2023,28 10 2023,28 10 2023
4500003990,15 12 2023,1001,4,2,20004,72,7 01 2024,4 01 2024,5 01 2024,5 01 2024,4 01 2024,4 01 2024
4500003991,2 08 2023,1001,4,1,10004,76,25 08 2023,7 09 2023,23 08 2023,23 08 2023,22 08 2023,22 08 2023
4500003992,21 07 2024,1003,6,1,10006,84,13 08 2024,12 08 2024,11 08 2024,11 08 2024,10 08 2024,10 08 2024
4500003993,5 10 2024,1003,6,1,10006,68,28 10 2024,6 11 2024,26 10 2024,4 11 2024,25 10 2024,3 11 2024
4500003994,9 03 2022,1003,6,2,20006,76,1 04 2022,15 04 2022,30 03 2022,13 04 2022,29 03 2022,12 04 2022
4500003995,6 07 2023,1001,4,1,10004,69,29 07 2023,28 07 2023,27 07 2023,27 07 2023,26 07 2023,26 07 2023
4500003996,14 12 2021,1002,5,1,10005,64,6 01 2022,4 01 2022,4 01 2022,4 01 2022,3 01 2022,3 01 2022
4500003997,23 08 2024,1001,4,2,20004,60,15 09 2024,11 09 2024,13 09 2024,13 09 2024,12 09 2024,12 09 2024
4500003998,28 04 2024,1001,4,1,10004,69,21 05 2024,17 05 2024,19 05 2024,19 05 2024,18 05 2024,18 05 2024
4500003999,8 09 2023,1001,4,1,10004,75,1 10 2023,27 09 2023,29 09 2023,29 09 2023,28 09 2023,28 09 2023
4500004000,3 11 2023,1003,6,1,10006,75,26 11 2023,24 11 2023,24 11 2023,24 11 2023,23 11 2023,23 11 2023
4500004001,9 05 2022,1002,8,1,10008,80,2 06 2022,2 06 2022,31 05 2022,31 05 2022,29 05 2022,29 05 2022
4500004002,15 05 2023,1003,6,1,10006,72,7 06 2023,6 06 2023,5 06 2023,5 06 2023,4 06 2023,4 06 2023
4500004003,16 08 2023,1003,6,2,20006,73,8 09 2023,7 09 2023,6 09 2023,6 09 2023,5 09 2023,5 09 2023
4500004004,21 10 2023,1003,6,1,10006,82,13 11 2023,10 11 2023,11 11 2023,11 11 2023,10 11 2023,10 11 2023
4500004005,20 07 2022,1001,4,1,10004,84,12 08 2022,9 08 2022,10 08 2022,10 08 2022,9 08 2022,9 08 2022
4500004006,18 02 2024,1001,4,1,10004,77,12 03 2024,19 03 2024,10 03 2024,17 03 2024,9 03 2024,16 03 2024
4500004007,28 06 2023,1003,6,1,10006,72,21 07 2023,19 07 2023,19 07 2023,19 07 2023,18 07 2023,18 07 2023
4500004008,25 09 2024,1003,6,1,10006,80,18 10 2024,16 10 2024,16 10 2024,16 10 2024,15 10 2024,15 10 2024
4500004009,7 06 2024,1003,6,2,20006,75,30 06 2024,26 06 2024,28 06 2024,28 06 2024,27 06 2024,27 06 2024
4500004010,18 06 2024,1001,4,1,10004,73,11 07 2024,11 07 2024,9 07 2024,9 07 2024,8 07 2024,8 07 2024
4500004011,30 12 2022,1003,6,1,10006,67,22 01 2023,22 01 2023,20 01 2023,20 01 2023,19 01 2023,19 01 2023
4500004012,20 09 2024,1003,6,1,10006,74,13 10 2024,9 10 2024,11 10 2024,11 10 2024,10 10 2024,10 10 2024
4500004013,4 05 2023,1003,6,2,20006,80,27 05 2023,26 05 2023,25 05 2023,25 05 2023,24 05 2023,24 05 2023
4500004014,13 05 2023,1002,5,1,10005,77,5 06 2023,2 06 2023,3 06 2023,3 06 2023,2 06 2023,2 06 2023
4500004015,23 08 2022,1002,5,1,10005,73,15 09 2022,14 09 2022,13 09 2022,13 09 2022,12 09 2022,12 09 2022
4500004016,5 12 2022,1003,6,1,10006,86,28 12 2022,9 01 2023,26 12 2022,7 01 2023,25 12 2022,6 01 2023
4500004017,28 05 2024,1001,4,1,10004,66,20 06 2024,17 06 2024,18 06 2024,18 06 2024,17 06 2024,17 06 2024
4500004018,15 07 2022,1002,5,1,10005,67,7 08 2022,10 08 2022,5 08 2022,8 08 2022,4 08 2022,7 08 2022
4500004019,28 03 2024,1001,4,1,10004,71,20 04 2024,20 04 2024,18 04 2024,18 04 2024,17 04 2024,17 04 2024
4500004020,15 03 2023,1002,5,2,20005,88,7 04 2023,5 04 2023,5 04 2023,5 04 2023,4 04 2023,4 04 2023
4500004021,31 10 2022,1001,4,1,10004,79,23 11 2022,18 11 2022,21 11 2022,21 11 2022,20 11 2022,20 11 2022
4500004022,10 01 2023,1001,4,1,10004,77,2 02 2023,14 02 2023,31 01 2023,12 02 2023,30 01 2023,11 02 2023
4500004023,19 04 2024,1001,4,1,10004,74,12 05 2024,12 05 2024,10 05 2024,10 05 2024,9 05 2024,9 05 2024
4500004024,9 06 2023,1001,4,1,10004,79,2 07 2023,2 07 2023,30 06 2023,30 06 2023,29 06 2023,29 06 2023
4500004025,6 02 2022,1001,4,2,20004,79,1 03 2022,1 03 2022,27 02 2022,27 02 2022,26 02 2022,26 02 2022
4500004026,3 03 2023,1001,4,1,10004,70,26 03 2023,22 03 2023,24 03 2023,24 03 2023,23 03 2023,23 03 2023
4500004027,10 12 2023,1001,4,2,20004,80,2 01 2024,29 12 2023,31 12 2023,31 12 2023,30 12 2023,30 12 2023
4500004028,22 08 2022,1002,8,2,20008,86,15 09 2022,13 09 2022,13 09 2022,13 09 2022,11 09 2022,11 09 2022
4500004029,19 01 2022,1001,4,1,10004,84,11 02 2022,24 02 2022,9 02 2022,22 02 2022,8 02 2022,21 02 2022
4500004030,3 07 2024,1002,8,1,10008,76,27 07 2024,24 07 2024,25 07 2024,25 07 2024,23 07 2024,23 07 2024
4500004031,15 11 2022,1003,6,1,10006,86,8 12 2022,20 12 2022,6 12 2022,18 12 2022,5 12 2022,17 12 2022
4500004032,25 05 2022,1003,6,1,10006,87,17 06 2022,15 06 2022,15 06 2022,15 06 2022,14 06 2022,14 06 2022
4500004033,15 03 2023,1001,4,1,10004,63,7 04 2023,5 04 2023,5 04 2023,5 04 2023,4 04 2023,4 04 2023
4500004034,1 09 2024,1003,6,1,10006,78,24 09 2024,20 09 2024,22 09 2024,22 09 2024,21 09 2024,21 09 2024
4500004035,2 05 2022,1001,4,2,20004,79,25 05 2022,1 06 2022,23 05 2022,30 05 2022,22 05 2022,29 05 2022
4500004036,25 06 2024,1002,5,1,10005,79,18 07 2024,24 07 2024,16 07 2024,22 07 2024,15 07 2024,21 07 2024
4500004037,27 12 2021,1001,4,1,10004,81,19 01 2022,17 01 2022,17 01 2022,17 01 2022,16 01 2022,16 01 2022
4500004038,29 01 2023,1001,4,1,10004,83,21 02 2023,17 02 2023,19 02 2023,19 02 2023,18 02 2023,18 02 2023
4500004039,29 05 2024,1002,8,1,10008,89,22 06 2024,25 06 2024,20 06 2024,23 06 2024,18 06 2024,21 06 2024
4500004040,3 03 2022,1001,7,1,10007,80,26 03 2022,24 03 2022,24 03 2022,24 03 2022,23 03 2022,23 03 2022
4500004041,24 04 2023,1002,5,2,20005,79,17 05 2023,17 05 2023,15 05 2023,15 05 2023,14 05 2023,14 05 2023
4500004042,29 10 2024,1002,8,2,20008,82,22 11 2024,22 11 2024,20 11 2024,20 11 2024,18 11 2024,18 11 2024
4500004043,22 07 2024,1001,4,1,10004,80,14 08 2024,13 08 2024,12 08 2024,12 08 2024,11 08 2024,11 08 2024
4500004044,6 04 2023,1002,5,2,20005,70,29 04 2023,29 04 2023,27 04 2023,27 04 2023,26 04 2023,26 04 2023
4500004045,25 03 2024,1002,5,2,20005,82,17 04 2024,17 04 2024,15 04 2024,15 04 2024,14 04 2024,14 04 2024
4500004046,16 04 2024,1002,8,1,10008,77,10 05 2024,10 05 2024,8 05 2024,8 05 2024,6 05 2024,6 05 2024
4500004047,21 05 2022,1002,5,1,10005,75,13 06 2022,13 06 2022,11 06 2022,11 06 2022,10 06 2022,10 06 2022
4500004048,21 03 2022,1001,4,1,10004,78,13 04 2022,13 04 2022,11 04 2022,11 04 2022,10 04 2022,10 04 2022
4500004049,11 01 2023,1003,6,1,10006,80,3 02 2023,31 01 2023,1 02 2023,1 02 2023,31 01 2023,31 01 2023
4500004050,4 03 2022,1002,5,2,20005,81,27 03 2022,27 03 2022,25 03 2022,25 03 2022,24 03 2022,24 03 2022
4500004051,1 05 2024,1001,4,1,10004,72,24 05 2024,21 05 2024,22 05 2024,22 05 2024,21 05 2024,21 05 2024
4500004052,14 07 2024,1003,6,1,10006,86,6 08 2024,1 08 2024,4 08 2024,4 08 2024,3 08 2024,3 08 2024
4500004053,18 07 2022,1003,6,1,10006,87,10 08 2022,19 08 2022,8 08 2022,17 08 2022,7 08 2022,16 08 2022
4500004054,23 05 2023,1001,4,1,10004,78,15 06 2023,13 06 2023,13 06 2023,13 06 2023,12 06 2023,12 06 2023
4500004055,18 10 2024,1002,8,1,10008,71,11 11 2024,8 11 2024,9 11 2024,9 11 2024,7 11 2024,7 11 2024
4500004056,20 06 2024,1001,4,1,10004,78,13 07 2024,12 07 2024,11 07 2024,11 07 2024,10 07 2024,10 07 2024
4500004057,23 07 2022,1001,4,1,10004,84,15 08 2022,15 08 2022,13 08 2022,13 08 2022,12 08 2022,12 08 2022
4500004058,20 03 2024,1002,8,1,10008,84,13 04 2024,11 04 2024,11 04 2024,11 04 2024,9 04 2024,9 04 2024
4500004059,5 12 2022,1002,8,1,10008,70,29 12 2022,26 12 2022,27 12 2022,27 12 2022,25 12 2022,25 12 2022
4500004060,6 02 2024,1003,6,2,20006,78,29 02 2024,29 02 2024,27 02 2024,27 02 2024,26 02 2024,26 02 2024
4500004061,14 02 2023,1001,4,1,10004,69,9 03 2023,9 03 2023,7 03 2023,7 03 2023,6 03 2023,6 03 2023
4500004062,26 09 2024,1003,6,2,20006,73,19 10 2024,19 10 2024,17 10 2024,17 10 2024,16 10 2024,16 10 2024
4500004063,29 11 2023,1001,4,1,10004,78,22 12 2023,27 12 2023,20 12 2023,25 12 2023,19 12 2023,24 12 2023
4500004064,2 08 2022,1001,4,1,10004,73,25 08 2022,23 08 2022,23 08 2022,23 08 2022,22 08 2022,22 08 2022
4500004065,1 06 2024,1003,6,1,10006,74,24 06 2024,19 06 2024,22 06 2024,22 06 2024,21 06 2024,21 06 2024
4500004066,20 07 2023,1003,6,1,10006,92,12 08 2023,10 08 2023,10 08 2023,10 08 2023,9 08 2023,9 08 2023
4500004067,31 05 2023,1003,6,1,10006,83,23 06 2023,23 06 2023,21 06 2023,21 06 2023,20 06 2023,20 06 2023
4500004068,21 04 2022,1001,4,2,20004,73,14 05 2022,11 05 2022,12 05 2022,12 05 2022,11 05 2022,11 05 2022
4500004069,9 08 2023,1001,4,1,10004,82,1 09 2023,29 08 2023,30 08 2023,30 08 2023,29 08 2023,29 08 2023
4500004070,31 12 2021,1001,4,2,20004,67,23 01 2022,21 01 2022,21 01 2022,21 01 2022,20 01 2022,20 01 2022
4500004071,7 03 2024,1001,4,1,10004,84,30 03 2024,28 03 2024,28 03 2024,28 03 2024,27 03 2024,27 03 2024
4500004072,6 06 2024,1001,4,1,10004,69,29 06 2024,28 06 2024,27 06 2024,27 06 2024,26 06 2024,26 06 2024
4500004073,17 09 2024,1002,5,1,10005,71,10 10 2024,7 10 2024,8 10 2024,8 10 2024,7 10 2024,7 10 2024
4500004074,5 03 2022,1002,8,1,10008,72,29 03 2022,28 03 2022,27 03 2022,27 03 2022,25 03 2022,25 03 2022
4500004075,9 06 2022,1001,4,2,20004,82,2 07 2022,29 06 2022,30 06 2022,30 06 2022,29 06 2022,29 06 2022
4500004076,5 10 2023,1003,6,1,10006,83,28 10 2023,26 10 2023,26 10 2023,26 10 2023,25 10 2023,25 10 2023
4500004077,14 05 2024,1002,8,1,10008,80,7 06 2024,5 06 2024,5 06 2024,5 06 2024,3 06 2024,3 06 2024
